0-7=7|8-1=7
68-0=52|60-8=52
68-0=61|69-8=61
68-1=62|69-7=62
68-10=42|60-18=42
68-10=48|66-18=48
68-10=51|69-18=51
68-11=49|66-17=49
68-11=52|69-17=52
68-13=47|66-19=47
68-13=50|69-19=50
68-15=41|60-19=41
68-15=44|60-16=44
68-15=47|66-19=47
68-16=42|60-18=42
68-16=48|66-18=48
68-16=51|69-18=51
68-19=42|60-18=42
68-19=48|66-18=48
68-19=51|69-18=51
68-20=32|60-28=32
68-20=41|69-28=41
68-21=39|66-27=39
68-21=42|69-27=42
68-23=37|66-29=37
68-23=40|69-29=40
68-25=31|60-29=31
68-25=34|60-26=34
68-25=37|66-29=37
68-26=38|66-28=38
68-26=41|69-28=41
68-29=32|60-28=32
68-29=38|66-28=38
68-29=41|69-28=41
68-3=57|66-9=57
68-3=60|69-9=60
68-30=22|60-38=22
68-30=31|69-38=31
68-31=29|66-37=29
68-31=32|69-37=32
68-33=27|66-39=27
68-33=30|69-39=30
68-35=21|60-39=21
68-35=24|60-36=24
68-35=27|66-39=27
68-36=28|66-38=28
68-36=31|69-38=31
68-39=22|60-38=22
68-39=28|66-38=28
68-39=31|69-38=31
68-40=12|60-48=12
68-40=18|66-48=18
68-40=21|69-48=21
68-41=19|66-47=19
68-41=22|69-47=22
68-43=17|66-49=17
68-43=20|69-49=20
68-45=11|60-49=11
68-45=14|60-46=14
68-45=17|66-49=17
68-46=12|60-48=12
68-46=18|66-48=18
68-46=21|69-48=21
68-49=12|60-48=12
68-49=18|66-48=18
68-49=21|69-48=21
68-5=57|66-9=57
68-50=11|69-58=11
68-50=2|60-58=2
68-50=8|66-58=8
68-51=12|69-57=12
68-51=9|66-57=9
68-53=10|69-59=10
68-53=7|66-59=7
68-55=7|66-59=7
68-56=11|69-58=11
68-56=2|60-58=2
68-56=8|66-58=8
68-59=11|69-58=11
68-59=2|60-58=2
68-59=8|66-58=8
68-6=52|60-8=52
68-6=58|66-8=58
68-6=61|69-8=61
68-60=1|69-68=1
68-61=2|69-67=2
68-66=1|69-68=1
68-69=1|69-68=1
68-9=52|60-8=52
68-9=58|66-8=58
68-9=61|69-8=61
68+1=67|60+7=67
68+1=73|66+7=73
68+11=83|66+17=83
68+13=79|60+19=79
68+13=85|66+19=85
68+13=88|69+19=88
68+15=76|60+16=76
68+15=79|60+19=79
68+15=88|69+19=88
68+21=87|60+27=87
68+21=93|66+27=93
68+23=89|60+29=89
68+23=95|66+29=95
68+23=98|69+29=98
68+25=86|60+26=86
68+25=89|60+29=89
68+25=98|69+29=98
68+3=69|60+9=69
68+3=75|66+9=75
68+3=78|69+9=78
68+31=103|66+37=103
68+31=97|60+37=97
68+33=105|66+39=105
68+33=108|69+39=108
68+33=99|60+39=99
68+35=108|69+39=108
68+35=96|60+36=96
68+35=99|60+39=99
68+41=107|60+47=107
68+41=113|66+47=113
68+43=109|60+49=109
68+43=115|66+49=115
68+43=118|69+49=118
68+45=106|60+46=106
68+45=109|60+49=109
68+45=118|69+49=118
68+5=66|60+6=66
68+5=69|60+9=69
68+5=78|69+9=78
68+51=117|60+57=117
68+51=123|66+57=123
68+53=119|60+59=119
68+53=125|66+59=125
68+53=128|69+59=128
68+55=116|60+56=116
68+55=119|60+59=119
68+55=128|69+59=128
68+61=127|60+67=127
68+61=133|66+67=133
68+63=129|60+69=129
68+63=135|66+69=135
68+63=138|69+69=138
68+65=126|60+66=126
68+65=129|60+69=129
68+65=138|69+69=138
68+71=137|60+77=137
68+71=143|66+77=143
68+73=139|60+79=139
68+73=145|66+79=145
68+73=148|69+79=148
68+75=136|60+76=136
68+75=139|60+79=139
68+75=148|69+79=148
68+81=147|60+87=147
68+83=149|60+89=149
68+83=155|66+89=155
68+83=158|69+89=158
68+85=146|60+86=146
68+85=149|60+89=149
68+85=158|69+89=158
68+91=157|60+97=157
68+93=159|60+99=159
68+93=165|66+99=165
68+93=168|69+99=168
68+95=156|60+96=156
68+95=168|69+99=168
69-0=57|65-8=57
69-1=58|65-7=58
69-10=47|65-18=47
69-11=48|65-17=48
69-13=44|63-19=44
69-13=46|65-19=46
69-15=44|63-19=44
69-15=47|63-16=47
69-16=47|65-18=47
69-18=49|68-19=49
69-18=52|68-16=52
69-20=37|65-28=37
69-23=34|63-29=34
69-25=37|63-26=37
69-26=37|65-28=37
69-28=39|68-29=39
69-28=42|68-26=42
69-3=54|63-9=54
69-3=56|65-9=56
69-30=27|65-38=27
69-33=24|63-39=24
69-35=27|63-36=27
69-36=27|65-38=27
69-38=29|68-39=29
69-38=32|68-36=32
69-40=17|65-48=17
69-41=18|65-47=18
69-43=14|63-49=14
69-43=16|65-49=16
69-45=14|63-49=14
69-45=17|63-46=17
69-46=17|65-48=17
69-48=19|68-49=19
69-48=22|68-46=22
69-5=54|63-9=54
69-5=57|63-6=57
69-50=7|65-58=7
69-51=8|65-57=8
69-53=4|63-59=4
69-53=6|65-59=6
69-55=4|63-59=4
69-55=7|63-56=7
69-56=7|65-58=7
69-58=12|68-56=12
69-6=57|65-8=57
69-68=2|68-66=2
69-8=62|68-6=62
69+0=71|63+8=71
69+0=73|65+8=73
69+1=72|65+7=72
69+10=81|63+18=81
69+10=83|65+18=83
69+11=82|65+17=82
69+16=81|63+18=81
69+17=79|68+11=79
69+20=91|63+28=91
69+21=92|65+27=92
69+26=91|63+28=91
69+27=89|68+21=89
69+30=101|63+38=101
69+30=103|65+38=103
69+31=102|65+37=102
69+36=101|63+38=101
69+37=99|68+31=99
69+40=111|63+48=111
69+40=113|65+48=113
69+41=112|65+47=112
69+46=111|63+48=111
69+47=109|68+41=109
69+50=121|63+58=121
69+51=122|65+57=122
69+56=121|63+58=121
69+57=119|68+51=119
69+6=71|63+8=71
69+60=131|63+68=131
69+60=133|65+68=133
69+61=132|65+67=132
69+66=131|63+68=131
69+67=129|68+61=129
69+7=69|68+1=69
69+70=141|63+78=141
69+70=143|65+78=143
69+71=142|65+77=142
69+76=141|63+78=141
69+77=139|68+71=139
69+80=151|63+88=151
69+81=152|65+87=152
69+86=151|63+88=151
69+87=149|68+81=149
69+90=161|63+98=161
69+91=162|65+97=162
69+96=161|63+98=161
69+97=159|68+91=159
7+0=9|1+8=9
7+10=19|1+18=19
7+15=17|1+16=17
7+16=19|1+18=19
7+19=19|1+18=19
7+20=29|1+28=29
7+25=27|1+26=27
7+26=29|1+28=29
7+29=29|1+28=29
7+30=39|1+38=39
7+35=37|1+36=37
7+36=39|1+38=39
7+39=39|1+38=39
7+40=49|1+48=49
7+45=47|1+46=47
7+46=49|1+48=49
7+49=49|1+48=49
7+5=7|1+6=7
7+50=59|1+58=59
7+55=57|1+56=57
7+59=59|1+58=59
7+6=9|1+8=9
7+60=69|1+68=69
7+65=67|1+66=67
7+66=69|1+68=69
7+69=69|1+68=69
7+70=79|1+78=79
7+75=77|1+76=77
7+76=79|1+78=79
7+79=79|1+78=79
7+80=89|1+88=89
7+85=87|1+86=87
7+86=89|1+88=89
7+89=89|1+88=89
7+9=9|1+8=9
7+90=99|1+98=99
7+95=97|1+96=97
7+99=99|1+98=99
70-18=59|78-19=59
70-18=62|78-16=62
70-19=63|78-15=63
70-19=65|78-13=65
70-28=49|78-29=49
70-28=52|78-26=52
70-29=53|78-25=53
70-29=55|78-23=55
70-38=39|78-39=39
70-39=43|78-35=43
70-39=45|78-33=45
70-48=29|78-49=29
70-49=33|78-45=33
70-49=35|78-43=35
70-58=19|78-59=19
70-58=22|78-56=22
70-59=23|78-55=23
70-59=25|78-53=25
70-68=12|78-66=12
70-68=9|78-69=9
70-69=13|78-65=13
70-69=15|78-63=15
70-78=2|78-76=2
70-79=3|78-75=3
70-79=5|78-73=5
70-8=69|78-9=69
70-8=72|78-6=72
70+16=93|78+15=93
70+17=89|78+11=89
70+19=91|78+13=91
70+26=103|78+25=103
70+27=99|78+21=99
70+29=101|78+23=101
70+29=103|78+25=103
70+36=113|78+35=113
70+37=109|78+31=109
70+39=111|78+33=111
70+39=113|78+35=113
70+46=123|78+45=123
70+47=119|78+41=119
70+49=121|78+43=121
70+49=123|78+45=123
70+56=133|78+55=133
70+57=129|78+51=129
70+59=131|78+53=131
70+6=83|78+5=83
70+66=143|78+65=143
70+67=139|78+61=139
70+69=141|78+63=141
70+69=143|78+65=143
70+7=79|78+1=79
70+76=153|78+75=153
70+77=149|78+71=149
70+79=151|78+73=151
70+79=153|78+75=153
70+86=163|78+85=163
70+87=159|78+81=159
70+89=161|78+83=161
70+9=81|78+3=81
70+9=83|78+5=83
70+96=173|78+95=173
70+97=169|78+91=169
70+99=171|78+93=171
70+99=173|78+95=173
71-16=62|77-15=62
71-17=66|77-11=66
71-18=61|77-16=61
71-18=67|77-10=67
71-19=62|77-15=62
71-19=64|77-13=64
71-26=52|77-25=52
71-27=56|77-21=56
71-28=51|77-26=51
71-28=57|77-20=57
71-29=52|77-25=52
71-29=54|77-23=54
71-36=42|77-35=42
71-37=46|77-31=46
71-38=41|77-36=41
71-38=47|77-30=47
71-39=44|77-33=44
71-46=32|77-45=32
71-47=36|77-41=36
71-48=31|77-46=31
71-48=37|77-40=37
71-49=34|77-43=34
71-56=22|77-55=22
71-57=26|77-51=26
71-58=21|77-56=21
71-58=27|77-50=27
71-59=22|77-55=22
71-59=24|77-53=24
71-6=72|77-5=72
71-66=12|77-65=12
71-67=16|77-61=16
71-68=11|77-66=11
71-68=17|77-60=17
71-69=12|77-65=12
71-69=14|77-63=14
71-7=76|77-1=76
71-76=2|77-75=2
71-77=6|77-71=6
71-78=1|77-76=1
71-78=7|77-70=7
71-79=2|77-75=2
71-79=4|77-73=4
71-9=72|77-5=72
71+16=92|77+15=92
71+18=87|77+10=87
71+18=93|77+16=93
71+19=92|77+15=92
71+26=102|77+25=102
71+28=103|77+26=103
71+28=97|77+20=97
71+29=102|77+25=102
71+36=112|77+35=112
71+38=107|77+30=107
71+38=113|77+36=113
71+39=112|77+35=112
71+46=122|77+45=122
71+48=117|77+40=117
71+48=123|77+46=123
71+49=122|77+45=122
71+56=132|77+55=132
71+58=127|77+50=127
71+58=133|77+56=133
71+59=132|77+55=132
71+6=82|77+5=82
71+66=142|77+65=142
71+68=137|77+60=137
71+68=143|77+66=143
71+69=142|77+65=142
71+76=152|77+75=152
71+78=147|77+70=147
71+78=153|77+76=153
71+79=152|77+75=152
71+8=83|77+6=83
71+86=162|77+85=162
71+88=157|77+80=157
71+89=162|77+85=162
71+9=82|77+5=82
71+96=172|77+95=172
71+98=167|77+90=167
71+98=173|77+96=173
71+99=172|77+95=172
73-16=64|79-15=64
73-17=68|79-11=68
73-18=60|79-19=60
73-18=63|79-16=63
73-18=69|79-10=69
73-19=64|79-15=64
73-19=66|79-13=66
73-26=54|79-25=54
73-27=58|79-21=58
73-28=50|79-29=50
73-28=53|79-26=53
73-28=59|79-20=59
73-29=54|79-25=54
73-29=56|79-23=56
73-36=44|79-35=44
73-37=48|79-31=48
73-38=40|79-39=40
73-38=43|79-36=43
73-38=49|79-30=49
73-39=46|79-33=46
73-46=34|79-45=34
73-47=38|79-41=38
73-48=30|79-49=30
73-48=33|79-46=33
73-48=39|79-40=39
73-49=36|79-43=36
73-56=24|79-55=24
73-57=28|79-51=28
73-58=20|79-59=20
73-58=23|79-56=23
73-58=29|79-50=29
73-59=24|79-55=24
73-59=26|79-53=26
73-6=74|79-5=74
73-66=14|79-65=14
73-67=18|79-61=18
73-68=10|79-69=10
73-68=13|79-66=13
73-68=19|79-60=19
73-69=14|79-65=14
73-69=16|79-63=16
73-7=78|79-1=78
73-76=4|79-75=4
73-77=8|79-71=8
73-78=3|79-76=3
73-78=9|79-70=9
73-79=4|79-75=4
73-79=6|79-73=6
73-8=70|79-9=70
73-9=74|79-5=74
73+16=94|79+15=94
73+18=89|79+10=89
73+18=95|79+16=95
73+18=98|79+19=98
73+26=104|79+25=104
73+28=105|79+26=105
73+28=108|79+29=108
73+28=99|79+20=99
73+36=114|79+35=114
73+38=109|79+30=109
73+38=115|79+36=115
73+38=118|79+39=118
73+46=124|79+45=124
73+48=119|79+40=119
73+48=125|79+46=125
73+48=128|79+49=128
73+56=134|79+55=134
73+58=129|79+50=129
73+58=135|79+56=135
73+58=138|79+59=138
73+6=84|79+5=84
73+66=144|79+65=144
73+68=139|79+60=139
73+68=145|79+66=145
73+68=148|79+69=148
73+76=154|79+75=154
73+78=149|79+70=149
73+78=155|79+76=155
73+78=158|79+79=158
73+8=85|79+6=85
73+8=88|79+9=88
73+86=164|79+85=164
73+88=159|79+80=159
73+88=165|79+86=165
73+88=168|79+89=168
73+96=174|79+95=174
73+98=169|79+90=169
73+98=175|79+96=175
73+98=178|79+99=178
75-16=61|76-15=61
75-16=64|79-15=64
75-17=65|76-11=65
75-17=68|79-11=68
75-18=63|79-16=63
75-18=66|76-10=66
75-18=69|79-10=69
75-19=61|76-15=61
75-19=63|76-13=63
75-19=64|79-15=64
75-19=66|79-13=66
75-26=51|76-25=51
75-26=54|79-25=54
75-27=55|76-21=55
75-27=58|79-21=58
75-28=53|79-26=53
75-28=56|76-20=56
75-28=59|79-20=59
75-29=51|76-25=51
75-29=53|76-23=53
75-29=54|79-25=54
75-29=56|79-23=56
75-36=41|76-35=41
75-36=44|79-35=44
75-37=45|76-31=45
75-38=43|79-36=43
75-38=46|76-30=46
75-38=49|79-30=49
75-39=41|76-35=41
75-39=43|76-33=43
75-39=44|79-35=44
75-46=31|76-45=31
75-46=34|79-45=34
75-47=35|76-41=35
75-48=33|79-46=33
75-48=36|76-40=36
75-48=39|79-40=39
75-49=31|76-45=31
75-49=33|76-43=33
75-49=34|79-45=34
75-56=21|76-55=21
75-56=24|79-55=24
75-57=25|76-51=25
75-57=28|79-51=28
75-58=23|79-56=23
75-58=26|76-50=26
75-58=29|79-50=29
75-59=21|76-55=21
75-59=23|76-53=23
75-59=24|79-55=24
75-59=26|79-53=26
75-6=71|76-5=71
75-6=74|79-5=74
75-66=11|76-65=11
75-66=14|79-65=14
75-67=15|76-61=15
75-67=18|79-61=18
75-68=13|79-66=13
75-68=16|76-60=16
75-68=19|79-60=19
75-69=11|76-65=11
75-69=13|76-63=13
75-69=14|79-65=14
75-69=16|79-63=16
75-7=75|76-1=75
75-7=78|79-1=78
75-76=1|76-75=1
75-76=4|79-75=4
75-77=5|76-71=5
75-77=8|79-71=8
75-78=3|79-76=3
75-78=6|76-70=6
75-78=9|79-70=9
75-79=1|76-75=1
75-79=3|76-73=3
75-79=4|79-75=4
75-79=6|79-73=6
75-8=73|79-6=73
75-9=71|76-5=71
75-9=73|76-3=73
75-9=74|79-5=74
75-9=76|79-3=76
75+17=87|76+11=87
75+18=86|76+10=86
75+18=89|79+10=89
75+18=98|79+19=98
75+27=97|76+21=97
75+28=108|79+29=108
75+28=96|76+20=96
75+28=99|79+20=99
75+37=107|76+31=107
75+38=106|76+30=106
75+38=109|79+30=109
75+38=118|79+39=118
75+47=117|76+41=117
75+48=116|76+40=116
75+48=119|79+40=119
75+48=128|79+49=128
75+57=127|76+51=127
75+58=126|76+50=126
75+58=129|79+50=129
75+58=138|79+59=138
75+67=137|76+61=137
75+68=136|76+60=136
75+68=139|79+60=139
75+68=148|79+69=148
75+7=77|76+1=77
75+77=147|76+71=147
75+78=146|76+70=146
75+78=149|79+70=149
75+78=158|79+79=158
75+8=88|79+9=88
75+87=157|76+81=157
75+88=156|76+80=156
75+88=168|79+89=168
75+97=167|76+91=167
75+98=166|76+90=166
75+98=178|79+99=178
76-13=56|75-19=56
76-15=56|75-19=56
76-15=59|75-16=59
76-18=59|78-19=59
76-18=62|78-16=62
76-19=63|78-15=63
76-19=65|78-13=65
76-23=46|75-29=46
76-25=46|75-29=46
76-25=49|75-26=49
76-28=49|78-29=49
76-28=52|78-26=52
76-29=53|78-25=53
76-29=55|78-23=55
76-3=66|75-9=66
76-33=36|75-39=36
76-35=36|75-39=36
76-35=39|75-36=39
76-38=39|78-39=39
76-38=42|78-36=42
76-39=43|78-35=43
76-39=45|78-33=45
76-43=26|75-49=26
76-45=26|75-49=26
76-45=29|75-46=29
76-48=29|78-49=29
76-48=32|78-46=32
76-49=33|78-45=33
76-49=35|78-43=35
76-5=66|75-9=66
76-5=69|75-6=69
76-53=16|75-59=16
76-55=16|75-59=16
76-55=19|75-56=19
76-58=19|78-59=19
76-58=22|78-56=22
76-59=23|78-55=23
76-59=25|78-53=25
76-63=6|75-69=6
76-65=6|75-69=6
76-65=9|75-66=9
76-68=12|78-66=12
76-68=9|78-69=9
76-69=13|78-65=13
76-69=15|78-63=15
76-78=2|78-76=2
76-79=3|78-75=3
76-79=5|78-73=5
76-8=69|78-9=69
76-8=72|78-6=72
76-9=73|78-5=73
76-9=75|78-3=75
76+0=83|75+8=83
76+1=82|75+7=82
76+10=93|75+18=93
76+11=92|75+17=92
76+13=94|75+19=94
76+17=89|78+11=89
76+19=91|78+13=91
76+20=103|75+28=103
76+21=102|75+27=102
76+23=104|75+29=104
76+27=99|78+21=99
76+29=101|78+23=101
76+3=84|75+9=84
76+30=113|75+38=113
76+31=112|75+37=112
76+33=114|75+39=114
76+37=109|78+31=109
76+39=111|78+33=111
76+40=123|75+48=123
76+41=122|75+47=122
76+43=124|75+49=124
76+47=119|78+41=119
76+49=121|78+43=121
76+50=133|75+58=133
76+51=132|75+57=132
76+53=134|75+59=134
76+57=129|78+51=129
76+59=131|78+53=131
76+60=143|75+68=143
76+61=142|75+67=142
76+63=144|75+69=144
76+67=139|78+61=139
76+69=141|78+63=141
76+7=79|78+1=79
76+70=153|75+78=153
76+71=152|75+77=152
76+73=154|75+79=154
76+77=149|78+71=149
76+79=151|78+73=151
76+80=163|75+88=163
76+81=162|75+87=162
76+83=164|75+89=164
76+89=161|78+83=161
76+9=81|78+3=81
76+90=173|75+98=173
76+91=172|75+97=172
76+93=174|75+99=174
76+99=171|78+93=171
77-0=63|71-8=63
77-1=64|71-7=64
77-10=53|71-18=53
77-11=54|71-17=54
77-13=52|71-19=52
77-15=52|71-19=52
77-16=53|71-18=53
77-19=53|71-18=53
77-20=43|71-28=43
77-21=44|71-27=44
77-23=42|71-29=42
77-29=43|71-28=43
77-3=62|71-9=62
77-30=33|71-38=33
77-31=34|71-37=34
77-33=32|71-39=32
77-35=32|71-39=32
77-36=33|71-38=33
77-39=33|71-38=33
77-40=23|71-48=23
77-41=24|71-47=24
77-43=22|71-49=22
77-46=23|71-48=23
77-49=23|71-48=23
77-5=62|71-9=62
77-50=13|71-58=13
77-51=14|71-57=14
77-53=12|71-59=12
77-55=12|71-59=12
77-56=13|71-58=13
77-59=13|71-58=13
77-6=63|71-8=63
77-60=3|71-68=3
77-61=4|71-67=4
77-63=2|71-69=2
77-65=2|71-69=2
77-66=3|71-68=3
77-69=3|71-68=3
77-9=63|71-8=63
77+0=79|71+8=79
77+10=89|71+18=89
77+15=87|71+16=87
77+16=89|71+18=89
77+19=89|71+18=89
77+20=99|71+28=99
77+25=97|71+26=97
77+26=99|71+28=99
77+29=99|71+28=99
77+30=109|71+38=109
77+35=107|71+36=107
77+36=109|71+38=109
77+39=109|71+38=109
77+40=119|71+48=119
77+45=117|71+46=117
77+46=119|71+48=119
77+49=119|71+48=119
77+5=77|71+6=77
77+50=129|71+58=129
77+55=127|71+56=127
77+56=129|71+58=129
77+59=129|71+58=129
77+6=79|71+8=79
77+60=139|71+68=139
77+65=137|71+66=137
77+66=139|71+68=139
77+69=139|71+68=139
77+70=149|71+78=149
77+75=147|71+76=147
77+76=149|71+78=149
77+79=149|71+78=149
77+80=159|71+88=159
77+85=157|71+86=157
77+89=159|71+88=159
77+9=79|71+8=79
77+90=169|71+98=169
77+95=167|71+96=167
77+99=169|71+98=169
78-0=62|70-8=62
78-0=68|76-8=68
78-0=71|79-8=71
78-1=69|76-7=69
78-1=72|79-7=72
78-10=52|70-18=52
78-10=58|76-18=58
78-10=61|79-18=61
78-11=59|76-17=59
78-11=62|79-17=62
78-13=57|76-19=57
78-13=60|79-19=60
78-15=57|76-19=57
78-16=52|70-18=52
78-16=58|76-18=58
78-16=61|79-18=61
78-19=52|70-18=52
78-19=58|76-18=58
78-19=61|79-18=61
78-20=42|70-28=42
78-20=51|79-28=51
78-21=49|76-27=49
78-21=52|79-27=52
78-23=47|76-29=47
78-23=50|79-29=50
78-25=41|70-29=41
78-25=44|70-26=44
78-25=47|76-29=47
78-26=48|76-28=48
78-26=51|79-28=51
78-29=42|70-28=42
78-29=48|76-28=48
78-29=51|79-28=51
78-3=67|76-9=67
78-3=70|79-9=70
78-30=32|70-38=32
78-30=38|76-38=38
78-30=41|79-38=41
78-31=39|76-37=39
78-31=42|79-37=42
78-33=37|76-39=37
78-33=40|79-39=40
78-35=31|70-39=31
78-35=34|70-36=34
78-35=37|76-39=37
78-36=32|70-38=32
78-36=38|76-38=38
78-36=41|79-38=41
78-39=32|70-38=32
78-39=38|76-38=38
78-39=41|79-38=41
78-40=22|70-48=22
78-40=31|79-48=31
78-41=29|76-47=29
78-41=32|79-47=32
78-43=27|76-49=27
78-43=30|79-49=30
78-45=21|70-49=21
78-45=24|70-46=24
78-45=27|76-49=27
78-46=28|76-48=28
78-46=31|79-48=31
78-49=22|70-48=22
78-49=28|76-48=28
78-49=31|79-48=31
78-5=61|70-9=61
78-5=64|70-6=64
78-5=67|76-9=67
78-50=12|70-58=12
78-50=18|76-58=18
78-50=21|79-58=21
78-51=19|76-57=19
78-51=22|79-57=22
78-53=17|76-59=17
78-53=20|79-59=20
78-55=17|76-59=17
78-56=12|70-58=12
78-56=18|76-58=18
78-56=21|79-58=21
78-59=12|70-58=12
78-59=18|76-58=18
78-59=21|79-58=21
78-6=62|70-8=62
78-6=68|76-8=68
78-6=71|79-8=71
78-60=11|79-68=11
78-60=2|70-68=2
78-60=8|76-68=8
78-61=12|79-67=12
78-61=9|76-67=9
78-63=10|79-69=10
78-63=7|76-69=7
78-65=1|70-69=1
78-65=4|70-66=4
78-65=7|76-69=7
78-66=11|79-68=11
78-66=2|70-68=2
78-66=8|76-68=8
78-69=11|79-68=11
78-69=2|70-68=2
78-69=8|76-68=8
78-70=1|79-78=1
78-71=2|79-77=2
78-76=1|79-78=1
78-79=1|79-78=1
78-9=62|70-8=62
78-9=68|76-8=68
78-9=71|79-8=71
78+1=77|70+7=77
78+1=83|76+7=83
78+11=87|70+17=87
78+11=93|76+17=93
78+13=89|70+19=89
78+13=95|76+19=95
78+13=98|79+19=98
78+15=86|70+16=86
78+15=89|70+19=89
78+15=98|79+19=98
78+21=103|76+27=103
78+21=97|70+27=97
78+23=105|76+29=105
78+23=108|79+29=108
78+23=99|70+29=99
78+25=108|79+29=108
78+25=96|70+26=96
78+25=99|70+29=99
78+3=79|70+9=79
78+3=85|76+9=85
78+3=88|79+9=88
78+31=107|70+37=107
78+31=113|76+37=113
78+33=109|70+39=109
78+33=115|76+39=115
78+33=118|79+39=118
78+35=106|70+36=106
78+35=109|70+39=109
78+35=118|79+39=118
78+41=117|70+47=117
78+41=123|76+47=123
78+43=119|70+49=119
78+43=125|76+49=125
78+43=128|79+49=128
78+45=116|70+46=116
78+45=119|70+49=119
78+45=128|79+49=128
78+5=76|70+6=76
78+5=79|70+9=79
78+5=88|79+9=88
78+51=127|70+57=127
78+51=133|76+57=133
78+53=129|70+59=129
78+53=135|76+59=135
78+53=138|79+59=138
78+55=126|70+56=126
78+55=129|70+59=129
78+55=138|79+59=138
78+61=137|70+67=137
78+61=143|76+67=143
78+63=139|70+69=139
78+63=145|76+69=145
78+63=148|79+69=148
78+65=136|70+66=136
78+65=139|70+69=139
78+65=148|79+69=148
78+71=147|70+77=147
78+71=153|76+77=153
78+73=149|70+79=149
78+73=155|76+79=155
78+73=158|79+79=158
78+75=146|70+76=146
78+75=149|70+79=149
78+75=158|79+79=158
78+81=157|70+87=157
78+83=159|70+89=159
78+83=165|76+89=165
78+83=168|79+89=168
78+85=156|70+86=156
78+85=168|79+89=168
78+91=167|70+97=167
78+91=173|76+97=173
78+93=169|70+99=169
78+93=175|76+99=175
78+93=178|79+99=178
78+95=166|70+96=166
78+95=178|79+99=178
79-0=65|73-8=65
79-0=67|75-8=67
79-1=66|73-7=66
79-1=68|75-7=68
79-10=57|75-18=57
79-11=56|73-17=56
79-11=58|75-17=58
79-13=54|73-19=54
79-13=56|75-19=56
79-15=54|73-19=54
79-15=57|73-16=57
79-16=57|75-18=57
79-18=62|78-16=62
79-20=45|73-28=45
79-20=47|75-28=47
79-21=46|73-27=46
79-23=44|73-29=44
79-25=47|73-26=47
79-26=47|75-28=47
79-28=49|78-29=49
79-28=52|78-26=52
79-3=64|73-9=64
79-3=66|75-9=66
79-30=35|73-38=35
79-30=37|75-38=37
79-31=36|73-37=36
79-31=38|75-37=38
79-33=34|73-39=34
79-33=36|75-39=36
79-35=34|73-39=34
79-35=37|73-36=37
79-36=37|75-38=37
79-38=39|78-39=39
79-38=42|78-36=42
79-40=25|73-48=25
79-40=27|75-48=27
79-41=26|73-47=26
79-43=24|73-49=24
79-45=27|73-46=27
79-46=27|75-48=27
79-48=29|78-49=29
79-48=32|78-46=32
79-5=64|73-9=64
79-5=67|73-6=67
79-50=17|75-58=17
79-51=16|73-57=16
79-51=18|75-57=18
79-53=14|73-59=14
79-53=16|75-59=16
79-55=14|73-59=14
79-55=17|73-56=17
79-56=17|75-58=17
79-58=22|78-56=22
79-6=67|75-8=67
79-60=5|73-68=5
79-60=7|75-68=7
79-61=6|73-67=6
79-61=8|75-67=8
79-63=4|73-69=4
79-63=6|75-69=6
79-65=4|73-69=4
79-65=7|73-66=7
79-66=7|75-68=7
79-68=12|78-66=12
79-68=9|78-69=9
79-78=2|78-76=2
79-8=69|78-9=69
79-8=72|78-6=72
79+0=81|73+8=81
79+0=83|75+8=83
79+1=82|75+7=82
79+10=91|73+18=91
79+11=92|75+17=92
79+16=91|73+18=91
79+17=89|78+11=89
79+20=101|73+28=101
79+20=103|75+28=103
79+21=102|75+27=102
79+26=101|73+28=101
79+27=99|78+21=99
79+30=111|73+38=111
79+30=113|75+38=113
79+31=112|75+37=112
79+36=111|73+38=111
79+37=109|78+31=109
79+40=121|73+48=121
79+40=123|75+48=123
79+41=122|75+47=122
79+46=121|73+48=121
79+47=119|78+41=119
79+50=131|73+58=131
79+51=132|75+57=132
79+56=131|73+58=131
79+57=129|78+51=129
79+6=81|73+8=81
79+60=141|73+68=141
79+60=143|75+68=143
79+61=142|75+67=142
79+66=141|73+68=141
79+67=139|78+61=139
79+7=79|78+1=79
79+70=151|73+78=151
79+70=153|75+78=153
79+71=152|75+77=152
79+76=151|73+78=151
79+77=149|78+71=149
79+80=161|73+88=161
79+81=162|75+87=162
79+86=161|73+88=161
79+87=159|78+81=159
79+90=171|73+98=171
79+90=173|75+98=173
79+91=172|75+97=172
79+96=171|73+98=171
79+97=169|78+91=169
8-0=1|9-8=1
8-1=2|9-7=2
8-6=1|9-8=1
8-9=1|9-8=1
8+1=13|6+7=13
8+11=23|6+17=23
8+13=25|6+19=25
8+13=28|9+19=28
8+15=28|9+19=28
8+21=33|6+27=33
8+23=35|6+29=35
8+23=38|9+29=38
8+25=38|9+29=38
8+3=15|6+9=15
8+3=18|9+9=18
8+31=43|6+37=43
8+33=45|6+39=45
8+33=48|9+39=48
8+35=48|9+39=48
8+41=53|6+47=53
8+43=55|6+49=55
8+43=58|9+49=58
8+45=58|9+49=58
8+5=18|9+9=18
8+53=65|6+59=65
8+53=68|9+59=68
8+55=68|9+59=68
8+61=73|6+67=73
8+63=75|6+69=75
8+63=78|9+69=78
8+65=78|9+69=78
8+71=83|6+77=83
8+73=85|6+79=85
8+73=88|9+79=88
8+75=88|9+79=88
8+83=95|6+89=95
8+83=98|9+89=98
8+85=98|9+89=98
8+91=103|6+97=103
